sim	gammaShape	gammaScale	cumAbsMean	cumRelMean	HS-MM_mean	HS-MM_min	HS-MM_max
ABC_300/ABCOpt32/7/	1.0	9.60298169879	-1.65893626351	1.15486719444	-1.80684977663	-2.42282940618	-1.41965205693
ABC_300/ABCOpt33/7/	1.0	205.940008678	-1.19002979271	1.84576130717	-1.18900016098	-1.44720127781	-0.989021190544
ABC_300/ABCOpt34/7/	1.0	238.621221713	-1.18551239742	1.85411820209	-1.20379564745	-1.40445146245	-0.995591095618
ABC_300/ABCOpt35/7/	1.0	183.226108939	-1.19972417517	1.82795424481	-1.2248576584	-1.4373082667	-1.01744252725
ABC_300/ABCOpt36/7/	1.0	111.619632843	-1.23494967959	1.76468453044	-1.29228668338	-1.59412845996	-1.03829705306
ABC_300/ABCOpt37/7/	1.0	154.918361806	-1.20703670613	1.8146360271	-1.22784714526	-1.45553720852	-0.999750494894
ABC_300/ABCOpt38/7/	1.0	68.5121344976	-1.28511119566	1.67834874812	-1.36094879652	-1.58464268816	-1.11683402144
ABC_300/ABCOpt4/7/	1.0	205.966650615	-1.19379192779	1.83883034958	-1.2132524407	-1.44891625927	-1.01702797649
ABC_300/ABCOpt5/7/	1.0	106.438750665	-1.23581291269	1.76316185364	-1.27550353902	-1.52481253118	-1.05233759509
ABC_300/ABCOpt6/7/	1.0	145.378232012	-1.20399955	1.8201557379	-1.23761638032	-1.42555655124	-1.03857547303
ABC_300/ABCOpt7/7/	1.0	41.2662265776	-1.35622561052	1.563139044	-1.48524429282	-1.76903226352	-1.19627292968
ABC_300/ABCOpt8/7/	1.0	107.486565967	-1.23460280098	1.76529676793	-1.28522138812	-1.57730733024	-1.08998634535
ABC_300/ABCOpt9/7/	1.0	92.6814458832	-1.24646275665	1.7444840892	-1.30862395806	-1.62612186195	-1.09278967096
ABC_40/ABCOpt/7/	1.0	115.193070637	-1.22682615737	1.7790783696	-1.27307349262	-1.46044017273	-1.08194920597
ABC_400/ABCOpt/7/	1.0	77.6139433154	-1.26789895874	1.7074869317	-1.33345996096	-1.56963678792	-1.11783562391
ABC_400/ABCOpt1/7/	1.0	64.1951711475	-1.29296002285	1.66522724042	-1.41273636711	-1.86553417338	-1.22442228146
ABC_400/ABCOpt2/7/	1.0	203.412840226	-1.19728443497	1.83241942299	-1.20703501892	-1.4238979756	-1.05147321286
ABC_400/ABCOpt3/7/	1.0	141.919125868	-1.21921844057	1.792664709	-1.25322502333	-1.48956531428	-1.05727007257
ABC_400/ABCOpt4/7/	1.0	195.102848058	-1.19997649495	1.82749307398	-1.24002629681	-1.44343532551	-1.03993573225
ABC_44/ABCOpt/7/	1.0	102.725433934	-1.23893135203	1.75767210452	-1.29186819709	-1.5891811208	-1.12256075652
ABC_450/ABCOpt/7/	1.0	24.9889374966	-1.4605703021	1.40825495255	-1.64692480932	-2.00742561008	-1.30939350317
ABC_450/ABCOpt1/7/	1.0	236.73949752	-1.19145238561	1.84313740704	-1.2151312104	-1.54541774085	-1.03690120563
ABC_450/ABCOpt10/7/	1.0	179.992172936	-1.20498797254	1.81835754377	-1.22221854179	-1.49188986497	-1.01836959147
ABC_450/ABCOpt11/7/	1.0	146.358080659	-1.21144653389	1.8066514131	-1.22640288889	-1.54815304073	-0.984792099177
ABC_450/ABCOpt12/7/	1.0	23.2465687131	-1.48348527046	1.37635176119	-1.67449548683	-2.30447334273	-1.39774065145
ABC_450/ABCOpt13/7/	1.0	82.3494732261	-1.26233798894	1.71700866546	-1.33759344802	-1.57621178585	-1.14117646128
ABC_450/ABCOpt14/7/	1.0	180.924204659	-1.2061243289	1.81629241521	-1.21906324694	-1.38378199473	-1.01439620055
ABC_450/ABCOpt15/7/	1.0	68.0430029442	-1.28244491736	1.68282966399	-1.36286366315	-1.58886935427	-1.17990811083
ABC_450/ABCOpt16/7/	1.0	189.081496932	-1.1935383359	1.83929672117	-1.20020726815	-1.49321867734	-1.00607312732
ABC_450/ABCOpt17/7/	1.0	4.04179796054	-1.71802676484	1.08860259723	-1.78513598076	-2.29294567116	-1.4578472892
ABC_450/ABCOpt18/7/	1.0	65.8378297419	-1.28416473966	1.67993798332	-1.37110011723	-1.75839023145	-1.16098329867
ABC_450/ABCOpt19/7/	1.0	30.4242143566	-1.4166780993	1.47144295063	-1.60644095249	-2.06625011025	-1.37987318259
ABC_450/ABCOpt2/7/	1.0	209.7984803	-1.19266769549	1.84089878453	-1.19847739559	-1.4674808596	-1.00945448284
ABC_450/ABCOpt20/7/	1.0	55.275738534	-1.31572478021	1.62774697947	-1.43290248779	-1.72278289268	-1.25687592316
ABC_450/ABCOpt21/7/	1.0	170.459267282	-1.20141834453	1.82486000256	-1.20952848522	-1.39364536961	-1.06505254218
ABC_450/ABCOpt22/7/	1.0	122.273365592	-1.2267593436	1.7791972405	-1.26507504826	-1.4789782637	-1.05422679392
ABC_450/ABCOpt23/7/	1.0	155.568576369	-1.21029056412	1.80874105507	-1.24574485401	-1.50819611566	-1.07469776674
ABC_450/ABCOpt24/7/	1.0	159.56994215	-1.20642509509	1.81574621798	-1.23155299296	-1.49032071382	-0.999962060191
ABC_450/ABCOpt25/7/	1.0	46.8396552813	-1.33614568696	1.59484400787	-1.46351657673	-1.76055198738	-1.19393249296
ABC_450/ABCOpt26/7/	1.0	215.845038812	-1.18492027031	1.85521640084	-1.18798804078	-1.40243517946	-1.01476374481
ABC_450/ABCOpt27/7/	1.0	50.3665680782	-1.31935554551	1.62184772811	-1.43294276704	-1.78870501898	-1.19530767035
ABC_450/ABCOpt3/7/	1.0	37.1043021398	-1.37858842284	1.52857082088	-1.51101785106	-1.8124901044	-1.25656565721
ABC_450/ABCOpt4/7/	1.0	239.481449484	-1.1866998897	1.8519177578	-1.20043783754	-1.50763684176	-1.02546543982
ABC_450/ABCOpt5/7/	1.0	245.785649323	-1.18657305839	1.85215265384	-1.20464898749	-1.51618759376	-1.01908072559
ABC_450/ABCOpt6/7/	1.0	147.663390794	-1.20873601809	1.81155501293	-1.23957547491	-1.47203235018	-0.986718249781
ABC_450/ABCOpt7/7/	1.0	245.201530067	-1.18881670496	1.84800173624	-1.20475037363	-1.46185744386	-1.04635640358
ABC_450/ABCOpt8/7/	1.0	175.847021614	-1.19422511104	1.83803397157	-1.21183984132	-1.38252465506	-1.03771611527
ABC_450/ABCOpt9/7/	1.0	61.5022183525	-1.29645668316	1.65941467462	-1.40126482991	-1.70404862493	-1.18137596665
ABC_460/ABCOpt/7/	1.0	75.258505106	-1.26769772054	1.70783057788	-1.35650473675	-1.5746563545	-1.04087953729
ABC_460/ABCOpt1/7/	1.0	189.365526586	-1.19334132099	1.83965912575	-1.23355965121	-1.42957344962	-1.03626044941
ABC_460/ABCOpt10/7/	1.0	221.627020626	-1.1907433576	1.84444470648	-1.21237016888	-1.4176168563	-1.0081129182
ABC_460/ABCOpt11/7/	1.0	79.9845760305	-1.26225703134	1.71714767598	-1.33877408947	-1.60933104719	-1.16439707243
ABC_460/ABCOpt12/7/	1.0	214.661869294	-1.19601382174	1.83474919916	-1.20517400305	-1.43579931633	-1.019208743
ABC_460/ABCOpt13/7/	1.0	10.4507374256	-1.64178183925	1.17484917593	-1.76738684192	-2.24914098802	-1.45972121785
ABC_460/ABCOpt14/7/	1.0	44.433314441	-1.34614436626	1.5789771302	-1.47344099341	-1.80668583807	-1.2236227186
ABC_460/ABCOpt15/7/	1.0	223.15274682	-1.19457520302	1.83739060324	-1.21178986385	-1.40608941215	-0.940198276635
ABC_460/ABCOpt16/7/	1.0	53.1956813144	-1.31964144965	1.62138410141	-1.44067207481	-1.70513660393	-1.18927205583
ABC_460/ABCOpt17/7/	1.0	238.578008023	-1.18643455146	1.8524092076	-1.19002682891	-1.40593617481	-1.02208849326
ABC_460/ABCOpt18/7/	1.0	190.007399893	-1.20028784058	1.82692418057	-1.20925295609	-1.45340599045	-1.01779796507
ABC_460/ABCOpt19/7/	1.0	247.192860162	-1.18570742262	1.85375663757	-1.18592527861	-1.37688852269	-1.02224977263
ABC_460/ABCOpt2/7/	1.0	186.907884545	-1.19974211479	1.82792145231	-1.21310341807	-1.40004625268	-0.977151825432
ABC_460/ABCOpt20/7/	1.0	144.673994581	-1.21058825825	1.80820268361	-1.23830321826	-1.46308892057	-1.03584907313
ABC_460/ABCOpt21/7/	1.0	229.227384594	-1.18736140376	1.85069309327	-1.19217382337	-1.39649057477	-1.02484611353
ABC_460/ABCOpt22/7/	1.0	108.064786712	-1.23409643319	1.76619088371	-1.2734978179	-1.56978739319	-1.00012967883
ABC_460/ABCOpt23/7/	1.0	64.5151128326	-1.28795174583	1.67358807897	-1.379323573	-1.5899092516	-1.19901924747
ABC_460/ABCOpt24/7/	1.0	90.2299269947	-1.24854145303	1.74086160276	-1.30596537399	-1.5803795602	-1.11469769121
ABC_460/ABCOpt25/7/	1.0	239.946978859	-1.19140385394	1.84322685976	-1.20539324229	-1.41785092367	-0.990509648143
ABC_460/ABCOpt26/7/	1.0	223.762544893	-1.19445988092	1.8376025072	-1.20820848519	-1.49030573747	-1.00532499785
ABC_460/ABCOpt27/7/	1.0	219.870187945	-1.19151358521	1.84302461122	-1.20063769625	-1.42537557367	-1.04328482303
ABC_460/ABCOpt28/7/	1.0	224.656126901	-1.18819723057	1.84914688064	-1.20220549376	-1.45036446778	-0.92857685182
ABC_460/ABCOpt29/7/	1.0	223.193715566	-1.18532808252	1.8544599752	-1.18790364417	-1.3674540532	-0.942373123519
ABC_460/ABCOpt3/7/	1.0	100.066077641	-1.23714773537	1.76080991527	-1.29290568147	-1.55294514846	-1.07267164499
ABC_460/ABCOpt30/7/	1.0	214.017776308	-1.18846852473	1.84864528593	-1.20253805865	-1.43828300162	-1.03123693428
ABC_460/ABCOpt31/7/	1.0	71.9272250798	-1.27806647632	1.69021398859	-1.36538827129	-1.61125873181	-1.1306109316
ABC_460/ABCOpt32/7/	1.0	75.2297600425	-1.26977490318	1.70428678366	-1.35137390264	-1.62385712295	-1.08017819372
ABC_460/ABCOpt33/7/	1.0	3.2711381937	-1.72964519672	1.0760279325	-1.7949071757	-2.77655144629	-1.50695985451
ABC_460/ABCOpt34/7/	1.0	48.2672662333	-1.3375807466	1.59255695302	-1.46461564526	-1.70331346273	-1.18239097832
ABC_460/ABCOpt35/7/	1.0	99.7126025433	-1.23624516372	1.76239988981	-1.30767650672	-1.61529998163	-1.08895531556
ABC_460/ABCOpt36/7/	1.0	123.904008438	-1.22463134934	1.7829873933	-1.27242863711	-1.47339483848	-1.05150765718
ABC_460/ABCOpt37/7/	1.0	84.7252160307	-1.25640293665	1.72722950226	-1.32603569994	-1.55507760407	-1.10751158764
ABC_460/ABCOpt38/7/	1.0	118.995187063	-1.22457946103	1.78307991192	-1.27267602191	-1.53260695999	-1.09865237732
ABC_460/ABCOpt39/7/	1.0	83.2747696144	-1.2668375584	1.70930022104	-1.32765082262	-1.60814612678	-1.12038113764
ABC_460/ABCOpt4/7/	1.0	188.115590813	-1.19830425664	1.83055163453	-1.20867267808	-1.39461220251	-0.998581304757
ABC_460/ABCOpt40/7/	1.0	37.6380756562	-1.37900085379	1.52794052095	-1.53812041574	-1.8274177414	-1.29265321143
ABC_460/ABCOpt41/7/	1.0	77.4937342418	-1.27299758909	1.69880324328	-1.33824944861	-1.6507367431	-1.11359364806
ABC_460/ABCOpt42/7/	1.0	220.219758784	-1.19086364132	1.84422286317	-1.20380638428	-1.4658582885	-0.94303337182
ABC_460/ABCOpt43/7/	1.0	11.0209696299	-1.6215171676	1.19889997647	-1.74822087327	-2.26941184655	-1.41465619599
ABC_460/ABCOpt44/7/	1.0	184.544828626	-1.19974102011	1.8279234533	-1.22528965441	-1.40894308991	-1.03145958699
ABC_460/ABCOpt45/7/	1.0	45.9598770875	-1.34608050647	1.57907796657	-1.46074677805	-1.81843437698	-1.20770890761
ABC_460/ABCOpt46/7/	1.0	75.8291202407	-1.26406182887	1.71405136705	-1.33185685327	-1.64323200617	-1.117532797
ABC_460/ABCOpt47/7/	1.0	15.2542425024	-1.56976327687	1.26258138169	-1.72496833183	-2.20115297079	-1.40348537309
ABC_460/ABCOpt48/7/	1.0	196.021861811	-1.19763742054	1.83177271952	-1.22467151094	-1.48824455767	-1.02663434136
ABC_460/ABCOpt49/7/	1.0	95.6459460093	-1.2470642009	1.74343519474	-1.29761300028	-1.6439735181	-1.05940286427
ABC_460/ABCOpt5/7/	1.0	2.07776037558	-1.73447641481	1.0708419443	-1.76899659207	-2.35576157065	-1.39377549931
ABC_460/ABCOpt6/7/	1.0	222.119737934	-1.18867125189	1.84827055331	-1.20225871466	-1.48569357598	-1.00912231381
ABC_460/ABCOpt7/7/	1.0	165.875465512	-1.20524840516	1.81788404582	-1.2252478642	-1.39062325528	-1.06803660783
ABC_460/ABCOpt8/7/	1.0	151.930856785	-1.21144178463	1.80665999338	-1.23003499273	-1.49172985074	-1.04753133271
ABC_460/ABCOpt9/7/	1.0	136.429573535	-1.21343837818	1.8030564263	-1.24519588048	-1.57162491506	-0.967618514719
ABC_47/ABCOpt/7/	1.0	88.6097177011	-1.25405360938	1.73129209996	-1.3375498619	-1.50598593613	-1.11800309336
ABC_47/ABCOpt1/7/	1.0	108.116375252	-1.23758295254	1.76004374729	-1.29686449071	-1.51579723906	-1.1102924903
ABC_47/ABCOpt2/7/	1.0	113.964045034	-1.23168075011	1.77046259861	-1.28334456606	-1.57940303304	-1.03208615679
ABC_47/ABCOpt3/7/	1.0	86.5239654787	-1.25609008099	1.72776996032	-1.32046737054	-1.7233374867	-1.12051072399
ABC_47/ABCOpt4/7/	1.0	128.598646866	-1.21665119352	1.79727283475	-1.25196455154	-1.455575825	-1.03117081508
ABC_55/ABCOpt/7/	1.0	23.4946237131	-1.4710275399	1.39360522697	-1.65722681526	-2.0523485925	-1.35863329675
ABC_63/ABCOpt/7/	1.0	111.839667064	-1.23106589226	1.77155151618	-1.28768135224	-1.48515299018	-0.980582262069
ABC_63/ABCOpt1/7/	1.0	74.2280321024	-1.26869042858	1.70613604196	-1.35656179787	-1.65414912256	-1.10631032373
ABC_7/ABCOpt/7/	1.0	81.6343584435	-1.26462477043	1.71308672784	-1.32471560219	-1.52352847903	-1.10132193391
ABC_7/ABCOpt1/7/	1.0	38.5614443072	-1.36353560996	1.55175416092	-1.50351940237	-1.80529405412	-1.23835512468
ABC_820/ABCOpt/7/	1.0	54.9328962352	-1.30996872523	1.6371433978	-1.41445607766	-1.73522186857	-1.16945879531
ABC_820/ABCOpt1/7/	1.0	229.236743126	-1.18862751741	1.84835138822	-1.18623887289	-1.42077020267	-1.03662533627
ABC_820/ABCOpt10/7/	1.0	16.7409298349	-1.54783276831	1.29057628269	-1.69574334052	-2.15686032784	-1.41184152002
ABC_820/ABCOpt11/7/	1.0	161.782683672	-1.20418161247	1.81982438602	-1.22947028131	-1.47833992616	-1.05366214498
ABC_820/ABCOpt12/7/	1.0	76.0205589838	-1.26893790879	1.70571385928	-1.34824753661	-1.60454569061	-1.13059441185
ABC_820/ABCOpt13/7/	1.0	12.6556297558	-1.59727633213	1.2283174248	-1.75372171043	-2.13599778888	-1.41603882962
ABC_820/ABCOpt14/7/	1.0	115.183463451	-1.2296257853	1.77410457775	-1.27121182587	-1.5015974522	-1.0474993158
ABC_820/ABCOpt15/7/	1.0	156.390962865	-1.20787677222	1.81311225302	-1.24179258213	-1.47787009875	-1.06561735968
ABC_820/ABCOpt16/7/	1.0	140.853916073	-1.20946665139	1.81023191392	-1.25540543995	-1.43740187567	-1.07103891464
ABC_820/ABCOpt17/7/	1.0	106.573554046	-1.23739997835	1.76036581935	-1.27509800818	-1.51730303975	-1.06209728559
ABC_820/ABCOpt18/7/	1.0	66.3860495402	-1.28685317274	1.67542764806	-1.38792191593	-1.59674912876	-1.0994237154
ABC_820/ABCOpt19/7/	1.0	26.868805584	-1.442801779	1.43350119318	-1.61271404782	-2.10945887974	-1.3319582796
ABC_820/ABCOpt2/7/	1.0	123.195596265	-1.22171613581	1.78819276598	-1.26286984998	-1.5162094142	-1.04859225516
ABC_820/ABCOpt20/7/	1.0	133.35058126	-1.2157853828	1.79882960668	-1.238007797	-1.57409118089	-1.00003750149
ABC_820/ABCOpt21/7/	1.0	10.0967664314	-1.64241046592	1.17411086649	-1.77073851334	-2.29420020703	-1.37734359725
ABC_820/ABCOpt22/7/	1.0	239.172244827	-1.19562337658	1.83546570799	-1.20175750573	-1.42332240502	-0.990589486372
ABC_820/ABCOpt23/7/	1.0	69.9035031233	-1.27571080202	1.69420027559	-1.37780274179	-1.67540829875	-1.11581790663
ABC_820/ABCOpt24/7/	1.0	43.554865403	-1.34881372389	1.57476789602	-1.48186827729	-1.90685001861	-1.17148301316
ABC_820/ABCOpt25/7/	1.0	17.5051263634	-1.54233764151	1.29768768414	-1.75145104922	-2.24262088195	-1.37104872211
ABC_820/ABCOpt26/7/	1.0	133.345491373	-1.21488201885	1.80045533869	-1.24460529312	-1.45508510517	-1.07602897987
ABC_820/ABCOpt27/7/	1.0	144.55063314	-1.21252664332	1.80470108535	-1.25540421536	-1.517135747	-1.07201978828
ABC_820/ABCOpt28/7/	1.0	3.81560866418	-1.72490337237	1.08114238429	-1.78947990997	-2.38045815101	-1.37431906773
ABC_820/ABCOpt29/7/	1.0	135.091083025	-1.2183133257	1.79428801101	-1.26603681349	-1.45170457981	-1.11909725425
ABC_820/ABCOpt3/7/	1.0	244.058529587	-1.18967710071	1.84641240722	-1.19451628338	-1.47894465131	-0.999314752053
ABC_820/ABCOpt30/7/	1.0	167.880585039	-1.20159478252	1.82453805634	-1.22354022109	-1.42956219779	-1.02953997148
ABC_820/ABCOpt31/7/	1.0	16.5884764071	-1.54132138269	1.29900714104	-1.70042462842	-2.27426341242	-1.40794574816
ABC_820/ABCOpt32/7/	1.0	61.2557390958	-1.2989946465	1.65520848086	-1.40226193866	-1.65972934696	-1.18545627585
ABC_820/ABCOpt33/7/	1.0	201.592524659	-1.19101048946	1.84395206235	-1.19716820793	-1.40795970969	-1.04465672537
ABC_820/ABCOpt34/7/	1.0	92.8788904985	-1.24798459899	1.74183127854	-1.30631654566	-1.56366571742	-1.0715832365
ABC_820/ABCOpt35/7/	1.0	192.814079257	-1.19865134538	1.82991638091	-1.21995502084	-1.4299549611	-1.00820925049
ABC_820/ABCOpt36/7/	1.0	21.3629814836	-1.49840295695	1.35597216327	-1.69061726318	-2.07893409714	-1.32593591357
ABC_820/ABCOpt37/7/	1.0	153.100766432	-1.20732492132	1.81411309678	-1.2299678606	-1.4755510648	-0.954933776659
ABC_820/ABCOpt38/7/	1.0	77.1812388199	-1.26775422775	1.70773407585	-1.34559499703	-1.61654240472	-1.16881976502
ABC_820/ABCOpt39/7/	1.0	138.084289878	-1.21701180476	1.79662483481	-1.25180272548	-1.49411193404	-1.07967111024
ABC_820/ABCOpt4/7/	1.0	48.3925778037	-1.33725159144	1.59308123763	-1.48872274096	-1.86152613132	-1.23041522216
ABC_820/ABCOpt40/7/	1.0	210.971980078	-1.19569188794	1.83533996204	-1.21026494248	-1.40093931645	-1.05346406708
ABC_820/ABCOpt41/7/	1.0	186.205556808	-1.1992345691	1.82884944143	-1.19671412763	-1.47329586273	-1.00881997095
ABC_820/ABCOpt42/7/	1.0	244.72472441	-1.19011280363	1.84560809518	-1.21331691848	-1.42041931714	-1.00951884169
ABC_820/ABCOpt43/7/	1.0	205.861870027	-1.19226845822	1.84163388666	-1.20949770338	-1.43435604228	-0.995268443359
ABC_820/ABCOpt44/7/	1.0	134.98608931	-1.22132912373	1.78888495212	-1.2629004368	-1.59750637788	-1.01710333609
ABC_820/ABCOpt45/7/	1.0	12.6715578809	-1.60272789968	1.2216393888	-1.7670541178	-2.24058374118	-1.33673486708
ABC_820/ABCOpt46/7/	1.0	54.9621586284	-1.31659629158	1.62632899746	-1.42876696076	-1.6372705988	-1.24024681051
ABC_820/ABCOpt47/7/	1.0	76.1522994415	-1.26952347699	1.70471533988	-1.34701586395	-1.6053093006	-1.17102664603
ABC_820/ABCOpt48/7/	1.0	224.623655007	-1.18192858972	1.86077492626	-1.18190914608	-1.42987042399	-0.971955258729
ABC_820/ABCOpt49/7/	1.0	178.665064818	-1.20323044185	1.82155617298	-1.22022309632	-1.46753038711	-1.02814728511
ABC_820/ABCOpt5/7/	1.0	56.7454684851	-1.30861843768	1.6393555053	-1.41710194909	-1.70115831264	-1.19531370005
ABC_820/ABCOpt6/7/	1.0	63.4589594709	-1.29980886572	1.65386132681	-1.41713765548	-1.67872894225	-1.12945823127
ABC_820/ABCOpt7/7/	1.0	142.115912985	-1.2144518061	1.80123008417	-1.23790778303	-1.46400855733	-1.03162524718
ABC_820/ABCOpt8/7/	1.0	216.779962389	-1.19069136101	1.84454061382	-1.20365318361	-1.44345769567	-0.996954671476
ABC_820/ABCOpt9/7/	1.0	52.4778282082	-1.31750788488	1.62484712239	-1.43246622753	-1.68940473152	-1.1889745823
ABC_840/ABCOpt/7/	1.0	52.6313874341	-1.32481720323	1.61301389659	-1.44030364997	-1.80957293261	-1.18935672159
ABC_840/ABCOpt1/7/	1.0	102.82038453	-1.23581004612	1.76316690788	-1.30521810959	-1.56726948224	-1.05651703211
ABC_840/ABCOpt10/7/	1.0	193.631217438	-1.19795799814	1.83118558834	-1.22217276943	-1.4908021499	-1.04290404099
ABC_840/ABCOpt11/7/	1.0	7.76397537994	-1.67203913488	1.13983382338	-1.76290474972	-2.39647536768	-1.2532356472
ABC_840/ABCOpt12/7/	1.0	19.6741201559	-1.51130869707	1.33858477879	-1.70359390921	-2.15284058272	-1.29067566982
ABC_840/ABCOpt13/7/	1.0	45.5245875512	-1.34128858359	1.5866629452	-1.46331226705	-1.77365640775	-1.18272519493
ABC_840/ABCOpt14/7/	1.0	109.464250137	-1.23971314041	1.7562985139	-1.28936876191	-1.51859083818	-1.05261565164
ABC_840/ABCOpt15/7/	1.0	188.746797001	-1.19899572384	1.82928630564	-1.20539012202	-1.51775088973	-0.98427430803
ABC_840/ABCOpt16/7/	1.0	55.9227008636	-1.31445319505	1.62981811492	-1.41095981422	-1.7229106585	-1.17239990219
ABC_840/ABCOpt17/7/	1.0	235.216770524	-1.18690022312	1.85154679394	-1.19453067332	-1.42510162163	-1.05564490536
ABC_840/ABCOpt18/7/	1.0	132.319722095	-1.22048481411	1.79039596268	-1.27001157077	-1.48277581361	-1.09799329455
ABC_840/ABCOpt19/7/	1.0	236.017920756	-1.19061764961	1.8446765825	-1.2147009361	-1.62334147781	-1.03371577546
ABC_840/ABCOpt2/7/	1.0	138.224751437	-1.21768179119	1.79542152368	-1.25310378602	-1.49027343734	-1.07642053023
ABC_840/ABCOpt20/7/	1.0	25.9958975139	-1.44105002834	1.43601453057	-1.62158041023	-1.98796210662	-1.33363960976
ABC_840/ABCOpt21/7/	1.0	67.6930212573	-1.2838389916	1.68048530899	-1.37893632146	-1.65775137013	-1.18541824673
ABC_840/ABCOpt22/7/	1.0	108.317195066	-1.2349933664	1.76460743868	-1.29251746216	-1.62993466129	-1.07951577325
ABC_840/ABCOpt3/7/	1.0	115.633541842	-1.23647404836	1.7619965497	-1.28259468999	-1.49776926584	-1.04021075819
ABC_840/ABCOpt4/7/	1.0	88.064287086	-1.25256432186	1.73387241262	-1.3059482616	-1.66036913102	-1.09264574242
ABC_840/ABCOpt5/7/	1.0	179.063025652	-1.19983770388	1.82774673131	-1.2075554851	-1.44904237184	-1.01630367953
ABC_840/ABCOpt6/7/	1.0	234.434223721	-1.19049066093	1.84491085042	-1.20240067738	-1.43792770509	-1.02096688413
ABC_840/ABCOpt7/7/	1.0	127.718482251	-1.22688867419	1.77896715077	-1.25804401388	-1.49016890563	-1.09269090273
ABC_840/ABCOpt8/7/	1.0	95.1022520041	-1.24137697948	1.7533787455	-1.29438326945	-1.53427907622	-1.12408317458
