sim	gammaShape	gammaScale	cumAbs
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.34194831191
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.3417115514
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.36535372854
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.33756283247
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.32395472764
ABC_820/ABCOpt49/7/	1.0	178.665064818	-2.34009914368
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.27665151858
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.28629503003
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.28907320088
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.36918896813
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.29517960652
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.30402771529
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.28748444687
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.38995455483
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.34795335882
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.34692876084
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.35810063767
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.30948106576
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.32989592928
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.29164595528
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.35522024215
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.31386719562
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.33410786518
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.34835901931
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.31832385197
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.30883283228
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.31519644061
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.32697188144
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.34605188745
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.26584759889
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.38698260333
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.35279087611
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.33098127271
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.34061302531
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.33595170578
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.33182240988
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.4051821939
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.3554772026
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.34488477375
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.28461473665
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.31990563971
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.2924698679
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.3351675189
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.28900688194
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.36316631858
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.29178853342
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.38813036101
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.29729692941
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.27792106874
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.24996490463
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.32417424376
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.37160456164
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.34786316089
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.37213719901
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.3415819603
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.34160873196
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.25866375668
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.33428260347
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.28082798945
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.30386736283
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.34185363802
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.28620689574
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.32633583605
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.27941727175
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.32478291646
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.34648550023
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.33230794709
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.3149851965
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.38020892844
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.263411288
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.28214259562
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.28985096558
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.31731555735
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.31478498366
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.36195253744
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.30999725945
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.36775395652
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.26252415194
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.25306508535
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.2569571602
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.33712874606
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.25246649873
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.31156674857
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.35017211338
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.27880770839
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.41223788048
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.39763893653
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.30818563452
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.3556730807
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.32356223604
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.30522369316
ABC_300/ABCOpt17/7/	1.0	172.896820779	-2.33520551888
