sim	gammaShape	gammaScale	cumAbs
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.678072046152
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.539452819994
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.581310439124
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.587928576958
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.638375235189
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.647543088611
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.563614304308
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.530426663164
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.57385231774
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.47992825617
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.603517269232
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.513596520167
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.518976029939
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.562130757384
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.48510844138
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.48344008198
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.455263367266
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.496803046204
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.519807058973
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.537542006518
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.512887456156
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.607151574121
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.555997517039
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.502274405746
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.471276612769
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.506603084153
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.557737910416
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.508398752972
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.666393670254
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.41450841925
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.522349786066
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.581280671256
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.531679761189
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.484627689862
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.699388907635
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.561890007875
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.541620444952
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.569325615065
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.491247522597
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.696759553984
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.540707334715
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.569678844978
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.471606302877
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.594867853852
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.575255335829
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.643942780992
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.56197230028
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.459561212657
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.486247581532
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.533618627318
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.481716770151
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.51433086584
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.551049665922
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.651989652128
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.662130976882
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.534947853943
ABC_300/ABCOpt17/7/	1.0	172.896820779	-0.643229899033
